id,happiness
8001,3.8254386484279173
8002,2.9373686736859264
8003,3.285220417499288
8004,4.3338551940859205
8005,3.322234860795566
8006,4.1897496164103885
8007,3.9906770671252954
8008,4.493099234436196
8009,4.028815679127148
8010,2.8161809222190612
8011,3.09403683269443
8012,3.784258897859691
8013,4.1358034844130165
8014,3.5556307453651845
8015,3.656839936364414
8016,4.436921697232635
8017,3.646057128765311
8018,4.400081343932259
8019,3.887463185894539
8020,4.077868116728956
8021,4.098886872995789
8022,3.768293041125061
8023,4.014080372335432
8024,3.578092415682736
8025,3.084512519916685
8026,4.02606706155015
8027,4.21967552719716
8028,4.055310350378245
8029,4.274373043450693
8030,4.207913429015983
8031,3.937629448178917
8032,4.089651120232691
8033,4.09167338620075
8034,3.5143390506766576
8035,3.585036939620408
8036,4.585172477846681
8037,4.1203817182793845
8038,4.116004861350792
8039,3.553691027776374
8040,4.175508484207569
8041,4.2874189990737115
8042,3.8101781822911573
8043,3.9211687446969554
8044,3.804406371819436
8045,4.28042056189003
8046,3.972207318654533
8047,4.260601515337762
8048,4.024555292709594
8049,3.99273521762204
8050,4.348489386291396
8051,3.6273533269110922
8052,4.2480211865797655
8053,3.006734640121156
8054,3.9393008110998315
8055,4.309889029926286
8056,2.69789118613399
8057,3.964352826642118
8058,3.3929428552745415
8059,3.0294684729248615
8060,4.133323885127208
8061,2.9184951974616755
8062,3.4910050457947484
8063,3.979750731475959
8064,4.079588752586217
8065,4.080660925116288
8066,4.220277282486139
8067,4.195251087830159
8068,4.088844563024308
8069,3.532570960608659
8070,4.138653052451308
8071,3.9768014627309594
8072,4.407080702916284
8073,3.7470178626060036
8074,3.951137843124999
8075,3.3101407510136474
8076,3.6478102729091377
8077,3.5268247598191684
8078,3.748658813159734
8079,4.5588947043840005
8080,3.922644133453681
8081,3.9506047691142
8082,3.899808419529024
8083,4.4240881153312035
8084,4.39282454701625
8085,4.537782415236871
8086,4.1654255800646
8087,3.9680880390195887
8088,4.280075841037615
8089,3.523527508546153
8090,3.817846869739112
8091,4.2021644888649945
8092,3.9872598496467635
8093,4.151604670613344
8094,4.207595390951886
8095,4.6982014874336055
8096,3.3246970374760547
8097,4.256480841902921
8098,3.9009448070891253
8099,3.536662447143986
8100,4.038918108811937
8101,4.256902251225596
8102,4.096892740776422
8103,3.4748562646409495
8104,4.527219598921781
8105,4.069236314657329
8106,4.313624988349664
8107,4.301353119306148
8108,4.071145332902615
8109,3.7857085223628064
8110,3.7254561301163704
8111,4.265044190082259
8112,3.5889682014014097
8113,3.946162704985666
8114,4.38841472185863
8115,4.051545863730277
8116,3.993307338614104
8117,3.7187640478220487
8118,3.6351207958330183
8119,3.943375738286327
8120,4.553296141125648
8121,3.1104559008168637
8122,4.207480930381825
8123,3.5682255135579974
8124,3.7632173764697936
8125,4.128513963283798
8126,4.578948429575876
8127,1.9318148634085048
8128,4.017134175837234
8129,3.771742953808168
8130,3.9275051981695537
8131,3.8918414520420277
8132,4.141406599887219
8133,4.23676113483735
8134,4.248752887009371
8135,4.1007191513992485
8136,4.453904660357985
8137,4.111964055236312
8138,3.6341259212726675
8139,3.9967431818326364
8140,3.0220019940544707
8141,4.0216356711803325
8142,3.7355168283775924
8143,4.450208889348936
8144,3.6633108236944665
8145,4.089970043729338
8146,2.021367020595596
8147,4.136733600768334
8148,2.6566352517701217
8149,3.588786878527706
8150,3.706432184749964
8151,2.6721228710721583
8152,4.065671337468708
8153,3.5500668502583013
8154,3.7583963449223994
8155,3.8236981514805284
8156,3.8866412014768046
8157,3.3182703723464093
8158,3.2925135850514073
8159,4.080368723068499
8160,4.117879925618225
8161,3.520733400518433
8162,3.91809651073197
8163,3.9176561578457485
8164,4.0021511264813245
8165,4.1048209095713135
8166,4.385882465506141
8167,3.895313024909943
8168,3.002981993340113
8169,3.2465157568829848
8170,3.9182554549997586
8171,4.067371454046104
8172,3.916073544942579
8173,3.7541607774967622
8174,3.7217932194886485
8175,3.71154347088963
8176,4.254256578702113
8177,2.533030744112752
8178,4.466309592366464
8179,4.268856203082352
8180,3.3084559167098524
8181,3.749956241723596
8182,3.9517999009867157
8183,3.732398765417877
8184,3.7502041518443394
8185,3.3655504067739717
8186,3.5729666314704804
8187,4.108473864630538
8188,3.8069353939614348
8189,4.061149151224123
8190,4.090730008818248
8191,3.8780784507815933
8192,3.9442407562259727
8193,3.873249158926388
8194,4.107685756074762
8195,4.509369475097764
8196,3.1652358168746395
8197,3.92840871572494
8198,4.079447264584818
8199,4.135473491655814
8200,4.894235803856356
8201,3.414112485542075
8202,4.04537429847935
8203,3.8614391400878514
8204,4.091446176153516
8205,4.123887858148038
8206,3.8795006406764587
8207,3.9193055347449035
8208,3.9683845101130886
8209,3.8955778474372966
8210,3.685436504883699
8211,3.646096688112988
8212,4.138281882471507
8213,4.311232273784927
8214,4.12473168274717
8215,3.6673961598880043
8216,4.02201088446882
8217,3.512676929561709
8218,3.714352447983078
8219,3.775646227232401
8220,4.04473826025753
8221,4.529974103125383
8222,3.8734551665567105
8223,3.0086694329464425
8224,3.8914236213593756
8225,4.123667425193551
8226,3.8848414870468333
8227,4.408064144704409
8228,3.3246998907188394
8229,4.1134046084420754
8230,3.3150355577842068
8231,3.9657292369119057
8232,3.7646615498880265
8233,3.8760960165691642
8234,3.830816282996418
8235,3.7212577985235673
8236,3.063794181031311
8237,3.553333222390269
8238,3.9594052864479745
8239,3.5264085308418984
8240,3.2327311935415284
8241,3.445525819744535
8242,3.838490989539142
8243,4.4512936521512225
8244,4.106407409641859
8245,3.6797509996616
8246,4.0318890185487914
8247,3.912538611170789
8248,4.040290465444212
8249,4.423637988378741
8250,3.9609086149259536
8251,4.422021732086924
8252,4.431651830298188
8253,3.7900020627848563
8254,3.824698601400746
8255,3.6103259271654293
8256,3.6658642842667795
8257,3.9763943522436613
8258,2.8164327573702357
8259,4.362123157277823
8260,3.9704072476140224
8261,4.285311388770152
8262,3.929130321726935
8263,4.125842005266787
8264,4.008378532982315
8265,4.238352021532513
8266,3.3131940849277073
8267,3.6663745014722795
8268,4.045116570208188
8269,3.475580954366044
8270,3.6723079563143743
8271,3.126308531487078
8272,4.058371864485588
8273,3.743857582832615
8274,3.613320572130423
8275,4.20353680479344
8276,4.135276345039731
8277,3.9836509028868874
8278,3.8023156055126397
8279,4.314166141268585
8280,4.2894523795400445
8281,4.222245976404258
8282,4.100345720080098
8283,4.04830789471835
8284,4.2090067654785095
8285,3.85757440312645
8286,2.079844074929357
8287,4.454649792853349
8288,3.9020498163093316
8289,4.078312536995004
8290,4.1272743984887885
8291,4.0985015202777
8292,4.157690835006297
8293,3.649321036317323
8294,4.486343928561986
8295,3.449546999565592
8296,4.1522704680662255
8297,3.653256771165731
8298,4.792480923671641
8299,2.783799925075703
8300,3.336049861395681
8301,4.016055156497832
8302,4.351575668124973
8303,3.913484865619324
8304,4.09131679078548
8305,4.017474838350005
8306,4.711238413736181
8307,4.246877221142478
8308,4.420626382902271
8309,3.764661828762616
8310,3.8334594294646656
8311,4.226108281859432
8312,4.663576041476232
8313,4.259602487412452
8314,3.0794344918073397
8315,4.183132022009152
8316,4.081610824278978
8317,3.8947566252458734
8318,4.144313059415688
8319,3.362508049008489
8320,3.9491849686578275
8321,4.371998638175455
8322,4.29087190300242
8323,3.848207477836922
8324,3.676050806961234
8325,4.145460021399899
8326,4.337097930694124
8327,3.740085338815593
8328,4.112186665963688
8329,3.0194939395910816
8330,4.314023188935007
8331,4.316814107754579
8332,3.929734187903415
8333,3.362208092249391
8334,4.207598896105006
8335,3.6612059681638107
8336,4.035369093144443
8337,3.5427927968667046
8338,4.2343095739723715
8339,3.799401861558134
8340,3.43920384686352
8341,4.039465779778819
8342,4.053458492922047
8343,3.0848105170420643
8344,4.1744717619830585
8345,3.872337034628228
8346,3.292735237593697
8347,3.117734304105573
8348,3.9965607805988586
8349,4.037485663189502
8350,3.4683309731222303
8351,4.069569287637645
8352,3.6220023691841257
8353,3.269701156370923
8354,4.098174628664081
8355,3.4812815148675686
8356,4.17245395574856
8357,3.888385093662631
8358,3.9699614915128105
8359,3.6753957458061945
8360,3.8941449740287606
8361,3.9657478099833314
8362,4.055720431835827
8363,3.5524103574566097
8364,3.353314526167103
8365,3.741857334630295
8366,3.782978471303674
8367,4.186423013314984
8368,4.243410682960011
8369,3.481273056490551
8370,3.435768949428984
8371,4.16222303894006
8372,3.706441460441246
8373,2.3230413291764203
8374,3.2381871337097285
8375,4.345236142547424
8376,4.684824478766629
8377,4.0608888009992
8378,3.991956390439758
8379,4.289518026276877
8380,3.391807858294494
8381,4.418459197666074
8382,3.9548802033895
8383,4.412044537091104
8384,3.413504256733461
8385,3.8555516125064044
8386,4.2235281293692095
8387,4.06211211621201
8388,4.133638157571575
8389,3.3886392854478813
8390,4.159261682627847
8391,3.7243913745302377
8392,3.535408094546441
8393,4.142851023202522
8394,4.245517665637498
8395,4.114144516142768
8396,3.8388915759992384
8397,3.9205427653778617
8398,3.378525369048481
8399,4.177288376390226
8400,4.15070857885785
8401,4.87678063377736
8402,3.842356284796682
8403,4.510887878193518
8404,4.001146686724258
8405,4.495067298055856
8406,4.1460937038103545
8407,3.8695051336647457
8408,4.760882684172115
8409,4.231186967282101
8410,3.7975683239126
8411,4.07882917068236
8412,3.6333904583875274
8413,4.016493849487167
8414,4.215223102352611
8415,3.397554868782119
8416,4.050385322967901
8417,4.030676781101786
8418,4.60799428107047
8419,3.8013800418617736
8420,3.747523024722397
8421,4.050786974890556
8422,3.663919363723552
8423,4.235982672473698
8424,3.106409870252435
8425,4.02643449606936
8426,4.1095764027466295
8427,3.814986603629901
8428,4.3701453036491476
8429,3.7320353591054554
8430,4.379473501624069
8431,4.0901525921066
8432,4.246928478342672
8433,3.958462720473052
8434,4.141176236295408
8435,3.9030009577263014
8436,3.6070459213217854
8437,4.063773862795779
8438,4.064283252780507
8439,3.250572936996116
8440,3.0034780062111377
8441,4.101504263183935
8442,3.9622337526805413
8443,4.105546834707257
8444,3.850235759352105
8445,3.5171379012060098
8446,3.600380522766942
8447,3.4968569369069336
8448,3.383882073452334
8449,3.645498178685582
8450,3.4394582880882907
8451,2.815979545824198
8452,3.0455543327692576
8453,4.1617178755927196
8454,4.099941537083785
8455,3.6166289151472792
8456,3.884698044462948
8457,3.7971562855631538
8458,4.0513561994828065
8459,4.341997620122898
8460,3.7157913321745606
8461,3.8305285832679186
8462,3.4723234426712732
8463,4.102514693103751
8464,3.772290163908292
8465,3.7389553652253835
8466,4.6109455977605425
8467,2.8457216257118922
8468,3.441826221736858
8469,4.251851752411985
8470,3.6489587934676893
8471,4.05512196044332
8472,4.278283120814097
8473,4.1928127150934635
8474,4.059042716066507
8475,3.7587742562233415
8476,4.2763523830846
8477,4.2365870844959606
8478,3.8086438885464204
8479,4.12132563547442
8480,3.176798509735623
8481,4.084668672030576
8482,3.1936393605513724
8483,3.5572011614506303
8484,4.2987604802541535
8485,3.896767193107115
8486,4.828724153151294
8487,4.124204637074852
8488,4.112452751447757
8489,4.583262494487736
8490,4.107622106227865
8491,4.34287812912317
8492,4.252177704179014
8493,4.40396841251594
8494,3.594348417689853
8495,4.137642439398109
8496,4.62294296410539
8497,2.4536521659130077
8498,3.356840329278976
8499,4.233154715680004
8500,3.671369738627018
8501,4.227570641028672
8502,3.0206837394936183
8503,4.166452035820175
8504,3.51473524156647
8505,2.701119657270862
8506,4.213327895071897
8507,4.044068852501324
8508,3.294696856521395
8509,4.5363628966030625
8510,3.8931042279337595
8511,3.873645172004198
8512,4.225882697948214
8513,3.828409233709835
8514,4.2280868348734515
8515,3.6381403983975784
8516,3.467702123351114
8517,3.6065017031588544
8518,2.9608562544156225
8519,4.377573486379562
8520,4.30822322803783
8521,3.904581365904514
8522,2.905539464509157
8523,3.6800315534691586
8524,3.792060134646727
8525,3.995678468044955
8526,4.647898642324614
8527,3.4406131728038214
8528,3.3216261924939894
8529,3.765919111524748
8530,4.277244030394846
8531,4.088047534927665
8532,3.945562549574453
8533,3.8169974705293077
8534,4.255120013174413
8535,4.146926104466218
8536,3.7970415113470293
8537,3.589871687185397
8538,3.980391809103085
8539,4.105392170974531
8540,4.133040463557995
8541,4.102981806229208
8542,3.362699228182882
8543,3.4968054941844637
8544,3.9578863088517786
8545,3.996252302038655
8546,4.052702887241138
8547,3.8756372751405417
8548,4.285465369208838
8549,2.9800113393460985
8550,3.818686880575171
8551,4.082820913644193
8552,4.2730512389426325
8553,4.349301531626577
8554,3.8003013134445522
8555,4.483179455838313
8556,3.928755591690276
8557,3.9373949097445293
8558,3.72872296578917
8559,3.893607481854112
8560,2.8746095728449994
8561,4.0253628113087
8562,4.345944395036883
8563,3.4907728806293945
8564,4.183228534561518
8565,4.205958265438516
8566,4.3055593608706175
8567,4.326653390816961
8568,3.411502344849297
8569,2.1765719963567274
8570,4.075891255579192
8571,4.0937467265694885
8572,3.0974885389615854
8573,1.5054993957519283
8574,3.7930112518261856
